session_id,target
1,0.00012151405980571339
2,4.954297861691557e-07
3,8.204875949952247e-08
4,1.4902447483548918e-08
5,6.393695435461314e-05
6,1.6780976708078627e-05
7,0.0013945725328117103
8,0.0005814857504913667
9,4.243295403130063e-05
10,0.001711500847220965
11,3.836297315288691e-05
12,4.805112707180566e-06
13,2.5388866178371902e-05
14,0.014307520397252468
15,0.0002866535721025802
16,0.00018765813384008734
17,0.0193794742292031
18,2.875421135262074e-06
19,0.0012484545510638336
20,3.9300751581774904e-07
21,0.034491225997305766
22,2.1922070304680605e-06
23,8.098884776229598e-05
24,0.003889668511154638
25,0.0772952301114288
26,2.893953733881443e-07
27,3.304152730717563e-05
28,4.530676333817003e-08
29,0.018436396422993395
30,0.0005391134112268688
31,0.024742742380522407
32,0.01667547431506778
33,3.7769525111786834e-05
34,1.3221005582063227e-06
35,0.021650706367756716
36,0.00041294791784042187
37,1.4144938994520253e-09
38,4.1813293643581646e-07
39,0.00015868636260858056
40,2.5057626238724023e-06
41,0.0007874432399647633
42,0.005586702102199392
43,1.679372798024162e-05
44,3.04323959545462e-05
45,0.2024229885700479
46,6.484014149337697e-05
47,0.0001672726564100139
48,1.8684718559626117e-05
49,7.003091959570098e-05
50,8.468344654982976e-07
51,1.174612745436461e-08
52,2.4254936164338062e-05
53,0.02270308408797341
54,0.0002864293611082546
55,4.627070001982767e-05
56,0.009930293260392516
57,1.276628170238903e-07
58,2.084828749686714e-06
59,5.233721604022554e-06
60,5.431113404360739e-07
61,9.898862850408183e-07
62,8.667133265061486e-05
63,2.470593780116209e-06
64,9.513094464101872e-05
65,2.7209765838436335e-06
66,1.299383087982537e-06
67,3.291949916420024e-05
68,0.0006897514804608683
69,0.05271224794214864
70,1.123889161207124e-05
71,0.0007549230926325666
72,0.00022727707163281718
73,0.13280184097510705
74,2.1747845940429282e-05
75,7.394071577553269e-05
76,0.000961846155832717
77,0.0006479142752263572
78,0.0033061238916186207
79,2.605109622024768e-05
80,2.8101715772211848e-06
81,2.284637110517155e-06
82,0.0004225538814245176
83,4.2635620772801134e-08
84,0.5314492701335735
85,4.0538353668433925e-05
86,1.3414553903500298e-06
87,0.0035705907491189637
88,0.0005543711058025068
89,0.0009578735524320362
90,0.04229167732185537
91,8.951463653162057e-06
92,1.1051042090995583e-06
93,0.039446032380932375
94,5.968111305828429e-05
95,0.08405156098863717
96,5.545157346223335e-07
97,0.0003829848645524528
98,4.887142006748591e-06
99,2.805651120419739e-06
100,8.200519285869718e-05
101,1.794533218996105e-05
102,0.10941558671219201
103,6.432543400258987e-05
104,8.797281639126277e-05
105,3.586524089115308e-05
106,1.3974341158320051e-05
107,0.005086139001111803
108,5.31907036275241e-05
109,9.86127387590268e-07
110,4.436404837143696e-06
111,0.00021181625758095755
112,2.824754817849099e-08
113,0.00033732242655562283
114,3.695349287201146e-07
115,5.136131231676397e-06
116,1.5959140515432417e-05
117,6.951028481686255e-05
118,0.0036895581609549047
119,0.00019868447639942598
120,0.0004375794571603055
121,4.115341556150982e-06
122,6.665230474786655e-06
123,1.639614630468412e-05
124,8.499592857991139e-05
125,0.0016893997614377812
126,5.255394234675005e-07
127,4.7128436824942715e-08
128,1.466871236046839e-05
129,0.0032805861819388236
130,0.004022897701746425
131,0.00015340248644766502
132,0.0015874307897210348
133,0.001635121952182396
134,6.122202736393283e-06
135,3.0853338062447515e-07
136,0.00017536376559591598
137,1.6607733844042945e-05
138,0.0029363595885890654
139,1.4409693356885256e-06
140,2.766892405485098e-05
141,5.212008059593543e-08
142,1.0100216338853302e-05
143,2.6188308233727473e-05
144,0.0020494559196355846
145,3.872786359896632e-07
146,0.00033865281596071647
147,2.0604651174378e-05
148,0.0017054257990387863
149,0.0013350710012509166
150,0.033691784981194045
151,1.7361275512748607e-07
152,0.021867121116244035
153,3.410309499957872e-05
154,4.8339160229316366e-05
155,5.417197068325124e-05
156,5.3451678561025795e-06
157,3.2841442876067063e-06
158,0.0002636352349377293
159,4.2274064994699085e-05
160,5.435815875899983e-06
161,0.0035353772518961694
162,4.116204263309423e-05
163,0.00021696645556267352
164,0.0036935801226522986
165,4.2678019914687524e-07
166,1.8759812395475909e-06
167,0.008699405497921565
168,0.0013350710012509166
169,0.0009757352179586323
170,0.00029251790482531456
171,0.0016115101395109599
172,0.00036954510006082756
173,9.22802097786833e-05
174,0.00040071488996060606
175,0.20891656350049773
176,0.002139426173041642
177,0.010070489684146729
178,1.3048424175117572e-06
179,4.283756135055394e-05
180,0.0005982267483092043
181,1.3650660418558673e-05
182,0.0008043582285375764
183,5.489450604143978e-06
184,4.5112831966008345e-05
185,2.119994986876477e-05
186,0.00021056186204158807
187,3.6286022353442593e-07
188,6.690626723319288e-07
189,0.0021937699415594167
190,5.789096653946436e-05
191,2.1539109145210287e-05
192,8.340608118064932e-06
193,0.002758547835656894
194,0.0004802921219346615
195,1.748798687830371e-05
196,4.818785960710567e-06
197,0.00034437909451278076
198,0.0020628646047965086
199,0.012547489276934519
200,4.786036867759936e-06
201,5.401339991281321e-05
202,0.019563898074311473
203,6.444010156132176e-07
204,8.969625347185832e-05
205,0.0037245532774255368
206,1.769941486758954e-10
207,0.00019035237684262183
208,0.0006241250752331096
209,6.485176527711084e-07
210,0.005866932316025514
211,0.000702417678218555
212,0.011984866374569324
213,3.3454784324237525e-06
214,0.01986916059492491
215,0.0005768054801094067
216,0.0038989981366049234
217,0.03616352978663537
218,0.0007959012434245324
219,0.00016099134823941946
220,0.0011589635165905937
221,0.0018531211680566067
222,1.3319503074150996e-05
223,0.02679624660417184
224,0.0006028076304229638
225,0.016471465319775776
226,0.004394960117120903
227,0.0014789529309396062
228,0.0001874394111108533
229,9.281938349334728e-06
230,0.0008974541257496582
231,1.618448352800197e-05
232,5.207425891808595e-06
233,3.0277543567387047e-06
234,0.002160024366072319
235,6.415853389536952e-05
236,9.918026090920237e-05
237,0.001069890832844119
238,0.0010934020083891425
239,0.00015868636260858056
240,0.003628174445518438
241,3.679194413907471e-05
242,4.1555591634021484e-09
243,2.7830105940529722e-09
244,7.667414518658527e-06
245,0.0001734622070722713
246,9.689676334613306e-06
247,0.07258710722175472
248,0.000260556704177212
249,8.237880950901431e-06
250,0.0002633808951898504
251,0.030217531934204678
252,8.383892702589465e-06
253,8.38485742481937e-06
254,0.0003813609783779064
255,0.0003166706095631469
256,6.7919710715375775e-09
257,6.701356268035785e-05
258,0.007341040440077466
259,0.002709815280908409
260,0.0008516947674591581
261,7.331703158430095e-05
262,0.0009380740314571186
263,0.000195779633509049
264,0.0010890814397474943
265,2.9291902227084456e-05
266,4.4804774059377645e-07
267,1.1202676178424468e-11
268,4.941054328296471e-05
269,0.0003632465142382673
270,0.00010946437225502742
271,1.143716797168246e-06
272,2.6915577769459008e-05
273,2.338423860187121e-06
274,0.0012943160185335532
275,0.0049210619864136565
276,2.0866878852684001e-07
277,0.0009160485733930525
278,0.012405138228536058
279,1.318373006166376e-06
280,0.0015773495797832885
281,2.2056957592903142e-05
282,0.003421974028762111
283,0.0012865939128575467
284,4.0325237961928256e-05
285,2.289726124031879e-06
286,1.150766447901987e-08
287,0.0010839217725113778
288,3.206470730682882e-07
289,0.0003451929048841643
290,4.134548005341903e-06
291,0.0010113545012614866
292,0.0005829969213092241
293,0.0035591055834592023
294,0.00011232597256307854
295,4.989474995492374e-06
296,6.750570732843176e-06
297,2.422480522230299e-05
298,3.3115805681619197e-06
299,4.601840679333501e-08
300,7.468600935873656e-06
301,3.37192108827132e-06
302,6.707831462897403e-05
303,3.540239825906746e-06
304,0.013947736561812816
305,0.07270819215325111
306,2.6035384873105376e-06
307,0.0015375832618978007
308,5.1273656970023395e-05
309,0.001067117038083214
310,4.3403406663107125e-06
311,0.00378205796156731
