session_id,target
1,0.0022100527457589473
2,4.810995307049352e-09
3,1.8730340099407276e-08
4,2.3551267330373984e-08
5,3.130324115136559e-05
6,0.00021846970921570483
7,0.0005479368564694728
8,0.00013227115745980804
9,0.0007951981594667163
10,0.1031331257900676
11,3.0365425458314207e-05
12,8.643319972020866e-05
13,0.00043758384129253907
14,0.3577100234529802
15,5.019738375200807e-05
16,0.004009018576232353
17,0.015203204481669945
18,3.1935022227374324e-05
19,0.000934137165875978
20,2.729479546430234e-07
21,0.06232552658363733
22,5.5536228537674083e-08
23,2.8665114507058238e-05
24,0.0003385731173369459
25,0.07177072134385096
26,4.600705383887003e-09
27,0.0006277535738976583
28,3.692622243337489e-07
29,0.014569666205241513
30,0.00011074595323217018
31,0.013675528765962891
32,0.04383409268456499
33,0.0006207232858953349
34,9.343635568400365e-08
35,0.013392297405306652
36,0.00032651135978345827
37,6.200913478816993e-09
38,1.3754250375923222e-08
39,0.00011074595323217018
40,2.9997559254370696e-05
41,0.00044252076245859806
42,0.001258031957988763
43,1.8720383560815469e-06
44,1.4062804921576747e-05
45,0.243392595154106
46,8.73071257440821e-06
47,0.009254099789650607
48,0.0005914020745599937
49,2.5099879007812228e-05
50,9.503997991273362e-06
51,1.2411858693898648e-07
52,6.010003396900895e-06
53,0.03573150465657886
54,0.0001032495246808256
55,6.1489805032828345e-06
56,0.001804831378816916
57,1.1779072213279318e-06
58,1.5456321077628124e-05
59,1.587583191361013e-05
60,6.633141735136602e-06
61,9.052409444368676e-06
62,0.0013676528078820007
63,1.5023640808693494e-05
64,3.216010558077351e-05
65,7.061378242512304e-06
66,1.1961224849484353e-07
67,0.00019601768688537545
68,0.00015697184941462962
69,0.09147638985072054
70,0.0001467339882360479
71,0.0002719602312237277
72,1.587583191361013e-05
73,0.03019070205086952
74,4.810995307049352e-09
75,2.8870876990510157e-05
76,0.00035998531083530097
77,0.0001710504087466409
78,0.0015257786669264136
79,7.264256994757284e-06
80,0.0001224566963214935
81,2.3608521297712562e-05
82,3.9121453800018336e-05
83,3.7343957003846724e-08
84,0.24978330831385906
